Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,
Definition,0,file_id,type,1,,time_created,1,,manufacturer,1,,product,1,,product_name,14,,
Data,0,file_id,type,"4",,time_created,"1059019954",,manufacturer,"23",,product,"42",,product_name,"Suunto 9 Peak",,
Definition,0,developer_data_id,developer_data_index,1,,application_id,16,,,,,,,,,,,
Data,1,record,timestamp,"1059018513",s,distance,"1973.0",m,heart_rate,"108",bpm,altitude,"192.79999999999995",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018514",s,distance,"1973.0",m,heart_rate,"108",bpm,altitude,"192.79999999999995",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018515",s,distance,"1973.0",m,heart_rate,"108",bpm,altitude,"192.60000000000002",m,cadence,"26",rpm,speed,"0.48",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.60000000000002",m,enhanced_speed,"0.48",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018516",s,distance,"1973.0",m,heart_rate,"108",bpm,altitude,"192.60000000000002",m,cadence,"26",rpm,speed,"0.48",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.60000000000002",m,enhanced_speed,"0.48",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018517",s,distance,"1973.0",m,heart_rate,"108",bpm,altitude,"192.60000000000002",m,cadence,"32",rpm,speed,"0.38",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.60000000000002",m,enhanced_speed,"0.38",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018518",s,distance,"1975.0",m,heart_rate,"107",bpm,altitude,"192.60000000000002",m,cadence,"32",rpm,speed,"0.38",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.60000000000002",m,enhanced_speed,"0.38",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018519",s,distance,"1975.0",m,heart_rate,"106",bpm,altitude,"192.60000000000002",m,cadence,"32",rpm,speed,"0.6",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.60000000000002",m,enhanced_speed,"0.6",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018520",s,distance,"1975.0",m,heart_rate,"106",bpm,altitude,"192.60000000000002",m,cadence,"35",rpm,speed,"0.6",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.60000000000002",m,enhanced_speed,"0.6",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018521",s,distance,"1978.0",m,heart_rate,"106",bpm,altitude,"192.60000000000002",m,cadence,"45",rpm,speed,"0.88",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.60000000000002",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018522",s,distance,"1978.0",m,heart_rate,"108",bpm,altitude,"192.60000000000002",m,cadence,"45",rpm,speed,"0.88",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.60000000000002",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018523",s,distance,"1978.0",m,heart_rate,"108",bpm,altitude,"192.60000000000002",m,cadence,"45",rpm,speed,"0.58",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.60000000000002",m,enhanced_speed,"0.58",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018524",s,distance,"1978.0",m,heart_rate,"109",bpm,altitude,"192.39999999999998",m,cadence,"45",rpm,speed,"0.58",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.39999999999998",m,enhanced_speed,"0.58",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018525",s,distance,"1978.0",m,heart_rate,"109",bpm,altitude,"192.60000000000002",m,cadence,"45",rpm,speed,"0.42",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.60000000000002",m,enhanced_speed,"0.42",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018526",s,distance,"1978.0",m,heart_rate,"109",bpm,altitude,"192.39999999999998",m,cadence,"45",rpm,speed,"0.42",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.39999999999998",m,enhanced_speed,"0.42",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018527",s,distance,"1978.0",m,heart_rate,"110",bpm,altitude,"192.39999999999998",m,cadence,"45",rpm,speed,"0.32",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.39999999999998",m,enhanced_speed,"0.32",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018528",s,distance,"1978.0",m,heart_rate,"111",bpm,altitude,"192.20000000000005",m,cadence,"45",rpm,speed,"0.32",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.32",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018529",s,distance,"1978.0",m,heart_rate,"111",bpm,altitude,"192.20000000000005",m,cadence,"38",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018530",s,distance,"1978.0",m,heart_rate,"111",bpm,altitude,"192.39999999999998",m,cadence,"38",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018531",s,distance,"1978.0",m,heart_rate,"113",bpm,altitude,"192.39999999999998",m,cadence,"41",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018532",s,distance,"1978.0",m,heart_rate,"115",bpm,altitude,"192.39999999999998",m,cadence,"41",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018533",s,distance,"1978.0",m,heart_rate,"118",bpm,altitude,"192.39999999999998",m,cadence,"38",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018534",s,distance,"1978.0",m,heart_rate,"118",bpm,altitude,"192.20000000000005",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018535",s,distance,"1978.0",m,heart_rate,"118",bpm,altitude,"192.20000000000005",m,cadence,"45",rpm,speed,"0.34",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.34",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018536",s,distance,"1978.0",m,heart_rate,"119",bpm,altitude,"192.20000000000005",m,cadence,"42",rpm,speed,"0.34",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.34",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018537",s,distance,"1978.0",m,heart_rate,"120",bpm,altitude,"192.20000000000005",m,cadence,"44",rpm,speed,"0.3",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.3",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018538",s,distance,"1978.0",m,heart_rate,"120",bpm,altitude,"192.39999999999998",m,cadence,"44",rpm,speed,"0.3",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.39999999999998",m,enhanced_speed,"0.3",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018539",s,distance,"1978.0",m,heart_rate,"120",bpm,altitude,"192.39999999999998",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018540",s,distance,"1978.0",m,heart_rate,"121",bpm,altitude,"192.20000000000005",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018541",s,distance,"1978.0",m,heart_rate,"121",bpm,altitude,"192.20000000000005",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018542",s,distance,"1978.0",m,heart_rate,"123",bpm,altitude,"192.20000000000005",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018543",s,distance,"1978.0",m,heart_rate,"124",bpm,altitude,"192.20000000000005",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018544",s,distance,"1978.0",m,heart_rate,"125",bpm,altitude,"192.20000000000005",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"192.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018545",s,distance,"1978.0",m,heart_rate,"125",bpm,altitude,"192.0",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018546",s,distance,"1978.0",m,heart_rate,"124",bpm,altitude,"192.0",m,cadence,"49",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018547",s,distance,"1978.0",m,heart_rate,"128",bpm,altitude,"192.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1059018548",s,position_lat,"433236978",semicircles,position_long,"1671764671",semicircles,distance,"1978.0",m,heart_rate,"126",bpm,altitude,"192.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018549",s,distance,"1978.0",m,heart_rate,"125",bpm,altitude,"191.79999999999995",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"191.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018550",s,distance,"1978.0",m,heart_rate,"124",bpm,altitude,"191.79999999999995",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"191.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1059018551",s,position_lat,"433237016",semicircles,position_long,"1671764977",semicircles,distance,"1978.0",m,heart_rate,"124",bpm,altitude,"191.79999999999995",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"191.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018552",s,distance,"1978.0",m,heart_rate,"123",bpm,altitude,"192.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018553",s,distance,"1978.0",m,heart_rate,"128",bpm,altitude,"192.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018554",s,distance,"1978.0",m,heart_rate,"126",bpm,altitude,"192.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018555",s,distance,"1978.0",m,heart_rate,"126",bpm,altitude,"192.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018556",s,distance,"1978.0",m,heart_rate,"125",bpm,altitude,"192.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018557",s,distance,"1978.0",m,heart_rate,"126",bpm,altitude,"192.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018558",s,distance,"1978.0",m,heart_rate,"125",bpm,altitude,"192.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018559",s,distance,"1978.0",m,heart_rate,"124",bpm,altitude,"192.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"192.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018560",s,distance,"1978.0",m,heart_rate,"124",bpm,altitude,"191.79999999999995",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018561",s,distance,"1978.0",m,heart_rate,"123",bpm,altitude,"191.60000000000002",m,cadence,"0",rpm,speed,"0.84",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.60000000000002",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018562",s,distance,"1978.0",m,heart_rate,"123",bpm,altitude,"191.60000000000002",m,cadence,"0",rpm,speed,"0.84",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.60000000000002",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059018563",s,distance,"1978.0",m,altitude,"191.60000000000002",m,cadence,"0",rpm,speed,"0.34",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.60000000000002",m,enhanced_speed,"0.34",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018564",s,distance,"1978.0",m,heart_rate,"122",bpm,altitude,"191.60000000000002",m,cadence,"0",rpm,speed,"0.34",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"191.60000000000002",m,enhanced_speed,"0.34",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059018565",s,distance,"1978.0",m,altitude,"191.60000000000002",m,cadence,"0",rpm,speed,"0.86",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"191.60000000000002",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018566",s,distance,"1978.0",m,heart_rate,"121",bpm,altitude,"191.39999999999998",m,cadence,"0",rpm,speed,"0.86",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"191.39999999999998",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059018567",s,distance,"1978.0",m,altitude,"191.39999999999998",m,cadence,"0",rpm,speed,"0.48",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"191.39999999999998",m,enhanced_speed,"0.48",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018568",s,distance,"1978.0",m,heart_rate,"124",bpm,altitude,"191.39999999999998",m,cadence,"0",rpm,speed,"0.48",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"191.39999999999998",m,enhanced_speed,"0.48",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059018569",s,distance,"1978.0",m,altitude,"191.60000000000002",m,cadence,"0",rpm,speed,"0.84",m/s,temperature,"31",C,vertical_speed,"0.0",m/s,enhanced_altitude,"191.60000000000002",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018570",s,distance,"1978.0",m,heart_rate,"127",bpm,altitude,"191.60000000000002",m,cadence,"0",rpm,speed,"0.84",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.60000000000002",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059018571",s,distance,"1978.0",m,altitude,"191.20000000000005",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018572",s,distance,"1978.0",m,heart_rate,"125",bpm,altitude,"191.0",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059018573",s,distance,"1978.0",m,altitude,"191.0",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018574",s,distance,"1978.0",m,heart_rate,"125",bpm,altitude,"191.0",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059018575",s,distance,"1978.0",m,altitude,"191.0",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018576",s,distance,"1978.0",m,heart_rate,"124",bpm,altitude,"191.0",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059018577",s,distance,"1978.0",m,altitude,"190.79999999999995",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"190.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018578",s,distance,"1978.0",m,heart_rate,"127",bpm,altitude,"190.79999999999995",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"190.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059018579",s,distance,"1978.0",m,altitude,"191.0",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059018580",s,distance,"1978.0",m,heart_rate,"128",bpm,altitude,"191.0",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"31",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"191.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
