Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,
Data,2,record,timestamp,"1061093360",s,position_lat,"433153637",semicircles,position_long,"1672020460",semicircles,distance,"5778.0",m,heart_rate,"151",bpm,altitude,"619.2",m,cadence,"42",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"619.2",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093361",s,distance,"5778.0",m,heart_rate,"150",bpm,altitude,"619.2",m,cadence,"42",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"619.2",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093362",s,position_lat,"433153484",semicircles,position_long,"1672020766",semicircles,distance,"5778.0",m,heart_rate,"150",bpm,altitude,"619.5999999999999",m,cadence,"43",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"619.5999999999999",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093363",s,distance,"5780.0",m,heart_rate,"150",bpm,altitude,"619.5999999999999",m,cadence,"43",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"619.5999999999999",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093364",s,distance,"5780.0",m,heart_rate,"149",bpm,altitude,"619.5999999999999",m,cadence,"43",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"619.5999999999999",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093365",s,distance,"5780.0",m,heart_rate,"149",bpm,altitude,"619.8",m,cadence,"43",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"619.8",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093366",s,position_lat,"433153369",semicircles,position_long,"1672021071",semicircles,distance,"5783.0",m,heart_rate,"149",bpm,altitude,"619.8",m,cadence,"44",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"619.8",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093367",s,distance,"5785.0",m,heart_rate,"149",bpm,altitude,"620.0",m,cadence,"44",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"620.0",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093368",s,distance,"5785.0",m,heart_rate,"148",bpm,altitude,"620.0",m,cadence,"44",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"620.0",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093369",s,position_lat,"433153293",semicircles,position_long,"1672021377",semicircles,distance,"5785.0",m,heart_rate,"147",bpm,altitude,"620.0",m,cadence,"44",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"620.0",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093370",s,position_lat,"433153293",semicircles,position_long,"1672021682",semicircles,distance,"5785.0",m,heart_rate,"148",bpm,altitude,"620.2",m,cadence,"45",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"620.2",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093371",s,distance,"5785.0",m,heart_rate,"148",bpm,altitude,"620.0",m,cadence,"45",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"620.0",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093372",s,distance,"5787.0",m,heart_rate,"147",bpm,altitude,"619.8",m,cadence,"46",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"619.8",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093373",s,distance,"5787.0",m,heart_rate,"147",bpm,altitude,"619.8",m,cadence,"46",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"619.8",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093374",s,distance,"5787.0",m,heart_rate,"147",bpm,altitude,"620.0",m,cadence,"48",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"620.0",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093375",s,position_lat,"433153331",semicircles,position_long,"1672021988",semicircles,distance,"5787.0",m,heart_rate,"147",bpm,altitude,"620.0",m,cadence,"48",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"620.0",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093376",s,distance,"5787.0",m,heart_rate,"146",bpm,altitude,"619.8",m,cadence,"50",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"619.8",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093377",s,distance,"5787.0",m,heart_rate,"146",bpm,altitude,"619.8",m,cadence,"50",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"619.8",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093378",s,distance,"5787.0",m,heart_rate,"147",bpm,altitude,"619.8",m,cadence,"50",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"619.8",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093379",s,distance,"5787.0",m,heart_rate,"147",bpm,altitude,"619.8",m,cadence,"50",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"619.8",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093380",s,distance,"5787.0",m,heart_rate,"147",bpm,altitude,"619.5999999999999",m,cadence,"50",rpm,speed,"0.88",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"619.5999999999999",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093381",s,distance,"5790.0",m,heart_rate,"148",bpm,altitude,"619.5999999999999",m,cadence,"50",rpm,speed,"0.88",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"619.5999999999999",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093382",s,distance,"5790.0",m,heart_rate,"148",bpm,altitude,"619.8",m,cadence,"50",rpm,speed,"0.88",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"619.8",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093383",s,distance,"5792.0",m,heart_rate,"148",bpm,altitude,"619.8",m,cadence,"50",rpm,speed,"0.88",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"619.8",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093384",s,position_lat,"433153560",semicircles,position_long,"1672022140",semicircles,distance,"5792.0",m,heart_rate,"148",bpm,altitude,"619.5999999999999",m,cadence,"50",rpm,speed,"0.88",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"619.5999999999999",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093385",s,distance,"5792.0",m,heart_rate,"148",bpm,altitude,"619.5999999999999",m,cadence,"50",rpm,speed,"0.88",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"619.5999999999999",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093386",s,position_lat,"433153789",semicircles,position_long,"1672022140",semicircles,distance,"5795.0",m,heart_rate,"147",bpm,altitude,"619.4000000000001",m,cadence,"50",rpm,speed,"0.9",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"619.4000000000001",m,enhanced_speed,"0.9",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093387",s,distance,"5795.0",m,heart_rate,"147",bpm,altitude,"619.4000000000001",m,cadence,"50",rpm,speed,"0.9",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"619.4000000000001",m,enhanced_speed,"0.9",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093388",s,distance,"5797.0",m,heart_rate,"148",bpm,altitude,"619.4000000000001",m,cadence,"50",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.02",m/s,enhanced_altitude,"619.4000000000001",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093389",s,position_lat,"433154095",semicircles,position_long,"1672022293",semicircles,distance,"5797.0",m,heart_rate,"148",bpm,altitude,"619.4000000000001",m,cadence,"50",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.02",m/s,enhanced_altitude,"619.4000000000001",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093390",s,distance,"5797.0",m,heart_rate,"148",bpm,altitude,"619.4000000000001",m,cadence,"51",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.02",m/s,enhanced_altitude,"619.4000000000001",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093391",s,position_lat,"433154324",semicircles,position_long,"1672022293",semicircles,distance,"5800.0",m,heart_rate,"148",bpm,altitude,"619.4000000000001",m,cadence,"51",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.02",m/s,enhanced_altitude,"619.4000000000001",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093392",s,distance,"5802.0",m,heart_rate,"149",bpm,altitude,"619.4000000000001",m,cadence,"51",rpm,speed,"0.94",m/s,temperature,"29",C,vertical_speed,"0.0",m/s,enhanced_altitude,"619.4000000000001",m,enhanced_speed,"0.94",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093393",s,distance,"5802.0",m,heart_rate,"150",bpm,altitude,"619.4000000000001",m,cadence,"51",rpm,speed,"0.94",m/s,temperature,"29",C,vertical_speed,"0.0",m/s,enhanced_altitude,"619.4000000000001",m,enhanced_speed,"0.94",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093394",s,position_lat,"433154629",semicircles,position_long,"1672022293",semicircles,distance,"5804.0",m,heart_rate,"149",bpm,altitude,"619.4000000000001",m,cadence,"52",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.0",m/s,enhanced_altitude,"619.4000000000001",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093395",s,position_lat,"433154820",semicircles,position_long,"1672022446",semicircles,distance,"5804.0",m,heart_rate,"149",bpm,altitude,"619.4000000000001",m,cadence,"53",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.0",m/s,enhanced_altitude,"619.4000000000001",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093396",s,distance,"5807.0",m,heart_rate,"149",bpm,altitude,"619.0",m,cadence,"53",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.0",m/s,enhanced_altitude,"619.0",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093397",s,position_lat,"433155049",semicircles,position_long,"1672022446",semicircles,distance,"5807.0",m,heart_rate,"147",bpm,altitude,"619.0",m,cadence,"53",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.0",m/s,enhanced_altitude,"619.0",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093398",s,distance,"5810.0",m,heart_rate,"146",bpm,altitude,"618.8",m,cadence,"53",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"0.0",m/s,enhanced_altitude,"618.8",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093399",s,position_lat,"433155240",semicircles,position_long,"1672022751",semicircles,distance,"5810.0",m,heart_rate,"146",bpm,altitude,"618.8",m,cadence,"53",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"0.0",m/s,enhanced_altitude,"618.8",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1061093401",s,position_lat,"433155431",semicircles,position_long,"1672023056",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093403",s,distance,"5810.0",m,heart_rate,"144",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093404",s,distance,"5810.0",m,heart_rate,"143",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093405",s,distance,"5810.0",m,heart_rate,"143",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093406",s,distance,"5810.0",m,heart_rate,"142",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"0.94",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"0.94",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093407",s,distance,"5816.0",m,heart_rate,"142",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"0.94",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"0.94",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093408",s,distance,"5816.0",m,heart_rate,"142",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093409",s,distance,"5819.0",m,heart_rate,"142",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093410",s,position_lat,"433155851",semicircles,position_long,"1672023667",semicircles,distance,"5819.0",m,heart_rate,"142",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093411",s,distance,"5821.0",m,heart_rate,"142",bpm,altitude,"618.4000000000001",m,cadence,"53",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.4000000000001",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093412",s,position_lat,"433155965",semicircles,position_long,"1672023973",semicircles,distance,"5824.0",m,heart_rate,"141",bpm,altitude,"618.4000000000001",m,cadence,"53",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.4000000000001",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093413",s,distance,"5824.0",m,heart_rate,"141",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093414",s,position_lat,"433156156",semicircles,position_long,"1672024278",semicircles,distance,"5826.0",m,heart_rate,"141",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093415",s,position_lat,"433156194",semicircles,position_long,"1672024584",semicircles,distance,"5826.0",m,heart_rate,"140",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093416",s,distance,"5826.0",m,heart_rate,"140",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093417",s,position_lat,"433156424",semicircles,position_long,"1672024736",semicircles,distance,"5829.0",m,heart_rate,"140",bpm,altitude,"618.2",m,cadence,"53",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093418",s,distance,"5829.0",m,heart_rate,"141",bpm,altitude,"618.0",m,cadence,"52",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.0",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093419",s,distance,"5829.0",m,heart_rate,"141",bpm,altitude,"618.0",m,cadence,"52",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"618.0",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093420",s,position_lat,"433156500",semicircles,position_long,"1672025042",semicircles,distance,"5832.0",m,heart_rate,"141",bpm,altitude,"618.0",m,cadence,"51",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"618.0",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093421",s,distance,"5832.0",m,heart_rate,"140",bpm,altitude,"618.0",m,cadence,"50",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"618.0",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093422",s,distance,"5834.0",m,heart_rate,"141",bpm,altitude,"618.0",m,cadence,"50",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"618.0",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093423",s,position_lat,"433156538",semicircles,position_long,"1672025500",semicircles,distance,"5834.0",m,heart_rate,"140",bpm,altitude,"618.0",m,cadence,"50",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"618.0",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093424",s,distance,"5838.0",m,heart_rate,"138",bpm,altitude,"618.0",m,cadence,"50",rpm,speed,"1.1",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.0",m,enhanced_speed,"1.1",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093425",s,position_lat,"433156500",semicircles,position_long,"1672025805",semicircles,distance,"5838.0",m,heart_rate,"138",bpm,altitude,"618.0",m,cadence,"50",rpm,speed,"1.1",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.0",m,enhanced_speed,"1.1",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093426",s,distance,"5838.0",m,heart_rate,"138",bpm,altitude,"618.0",m,cadence,"50",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"618.0",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
